gene_symbol	direction	rank_in_direction	delta
FGFR4	sensitivity	1	0.692091303
VAV1	sensitivity	2	0.5024598396
FAT1	sensitivity	3	0.4537110104
FGFR1	sensitivity	4	0.4516514348
YAP1	sensitivity	5	0.4408956564
ALDH2	sensitivity	6	0.4324732053
MSN	sensitivity	7	0.4301734088
CPS1	sensitivity	8	0.3976091416
FOLR1	sensitivity	9	0.3936968037
MST1R	sensitivity	10	0.3804187346
GADD45B	sensitivity	11	0.3801860365
PTK7	sensitivity	12	0.3628412619
AJUBA	sensitivity	13	0.3618806744
DKK1	sensitivity	14	0.3617900718
TGFBR2	sensitivity	15	0.3615458317
HNF1B	sensitivity	16	0.3608680644
RRAS	sensitivity	17	0.3541781609
ABCB1	sensitivity	18	0.3427938741
EXT1	sensitivity	19	0.3107806232
HMGA2	sensitivity	20	0.3098349022
STAT6	sensitivity	21	0.3027474986
PAX8	sensitivity	22	0.3025696656
APOBEC3B	sensitivity	23	0.3012660727
ETV4	sensitivity	24	0.3006597614
NRG1	sensitivity	25	0.288067957
FSTL3	sensitivity	26	0.2868016797
ERBB2	sensitivity	27	0.2843874745
CDH11	sensitivity	28	0.2812866165
GRB7	sensitivity	29	0.2700804381
NOTCH2	sensitivity	30	0.268769482
UCHL1	resistance	1	-0.8267324522
FYN	resistance	2	-0.599294342
INHBA	resistance	3	-0.5975615705
KIT	resistance	4	-0.5886290283
GAB2	resistance	5	-0.5830631163
AKT3	resistance	6	-0.5266136237
DLL3	resistance	7	-0.4548076478
SOCS2	resistance	8	-0.4528901426
ASCL1	resistance	9	-0.4368333303
CHN1	resistance	10	-0.4284282381
H2BC8	resistance	11	-0.4240831331
SEPTIN5	resistance	12	-0.4237834608
HOXD11	resistance	13	-0.4231248833
CD36	resistance	14	-0.4172904619
ALOX5	resistance	15	-0.416734802
JAZF1	resistance	16	-0.4160864154
SNCAIP	resistance	17	-0.4141611724
SETBP1	resistance	18	-0.4098299228
HLA-C	resistance	19	-0.4074414427
TNFRSF14	resistance	20	-0.4067126718
NFIB	resistance	21	-0.4061163167
SCG5	resistance	22	-0.4060386171
TUSC3	resistance	23	-0.4033611112
DKK3	resistance	24	-0.4004989202
SAMD9	resistance	25	-0.3990751271
PMAIP1	resistance	26	-0.3933934999
BCL2	resistance	27	-0.3859996509
SLIT2	resistance	28	-0.3717879199
BCL11A	resistance	29	-0.3685455778
MLLT11	resistance	30	-0.3616373231
