gene_symbol	direction	rank_in_direction	delta
UCHL1	sensitivity	1	1.436624783
GATA3	sensitivity	2	0.8283987092
EPCAM	sensitivity	3	0.8155547468
MUC1	sensitivity	4	0.7530354914
BIRC3	sensitivity	5	0.7296111742
CDH1	sensitivity	6	0.7211270496
ASCL1	sensitivity	7	0.7131386762
SCG5	sensitivity	8	0.7031508653
FOXA1	sensitivity	9	0.692675413
HOXD11	sensitivity	10	0.6731913009
ELF3	sensitivity	11	0.6251839022
PGBD5	sensitivity	12	0.606434405
MAL2	sensitivity	13	0.595417598
SLIT3	sensitivity	14	0.5949026678
HLA-B	sensitivity	15	0.5436346584
PTPN6	sensitivity	16	0.5390727102
CDKN2A	sensitivity	17	0.53286718
MST1R	sensitivity	18	0.5265459004
BCL11A	sensitivity	19	0.5196938382
ABCB1	sensitivity	20	0.5168281649
PBX1	sensitivity	21	0.5155907696
PRSS8	sensitivity	22	0.5099057701
PTK7	sensitivity	23	0.5094652524
ALDH1A3	sensitivity	24	0.5083395553
MLLT11	sensitivity	25	0.5009472701
H2BC11	sensitivity	26	0.4981765696
PCLO	sensitivity	27	0.4946520613
IRF1	sensitivity	28	0.4896552697
CDKN2B	sensitivity	29	0.4860931348
AXIN2	sensitivity	30	0.4753316971
SGK1	resistance	1	-0.9144822285
NQO1	resistance	2	-0.7200346888
SOX10	resistance	3	-0.6808758705
CAV1	resistance	4	-0.6310173928
GAS7	resistance	5	-0.6242031409
ETV4	resistance	6	-0.5965147319
PRRX1	resistance	7	-0.5642112881
FLT1	resistance	8	-0.5476581563
WWTR1	resistance	9	-0.5359194631
ELN	resistance	10	-0.5214656601
ETV5	resistance	11	-0.5083593046
APOBEC3B	resistance	12	-0.451238338
LMNA	resistance	13	-0.4363313101
DDR2	resistance	14	-0.4341827264
GSTP1	resistance	15	-0.4323950176
TPM4	resistance	16	-0.4314822068
EPHA3	resistance	17	-0.4228819158
CCND1	resistance	18	-0.4204902075
EPHB4	resistance	19	-0.4107699594
RB1	resistance	20	-0.393592011
GATA4	resistance	21	-0.3670627423
POU3F2	resistance	22	-0.3608164687
ITPKB	resistance	23	-0.3605919751
NOTCH1	resistance	24	-0.3589188206
GSTO1	resistance	25	-0.3576396242
CD36	resistance	26	-0.3492019505
NFATC2	resistance	27	-0.3368117058
NAB2	resistance	28	-0.3334758724
DUSP4	resistance	29	-0.3316353003
DKK2	resistance	30	-0.3311679366
