sample_id	score_corrected
GSM615189	0.00878969038589722
GSM615190	-0.06425542352799257
GSM615191	0.004806982058812748
GSM615192	0.060123237844591226
GSM615193	0.09265427302605728
GSM615194	0.014200960299620424
GSM615195	0.08027051908136867
GSM615196	0.15646966565208748
GSM615197	-0.22507775123951085
GSM615198	-0.022819660321463153
GSM615199	-0.08652932141543229
GSM615200	-0.041967212056605196
GSM615201	-0.10979733293441879
GSM615202	-0.03772606455922917
GSM615203	-0.08359104309604998
GSM615204	-0.0957865626518451
GSM615205	0.09193507600390277
GSM615206	0.047072345604024235
GSM615207	-0.0292307342761578
GSM615208	-0.15828230814262695
GSM615209	-0.07504416680313858
GSM615210	-0.05838890248626322
GSM615211	-0.05795073223107511
GSM615212	-0.12697113110449615
GSM615213	-0.07276127176343522
GSM615214	0.1879151918920366
GSM615215	-0.18075927087363536
GSM615216	0.10552802841782066
GSM615217	-0.03395848332647594
GSM615218	-0.07109247577073291
GSM615219	0.1547027090399387
GSM615220	-0.12231727451047619
GSM615221	-0.02634041048095065
GSM615222	-0.03967962361913918
GSM615223	0.15440877887883292
GSM615224	0.06322246522112934
GSM615225	0.027064710492050004
GSM615226	-0.04270097021821978
GSM615227	-0.09364482229378895
GSM615228	-0.16549700878063395
GSM615229	0.10772866195221781
GSM615230	0.010541763379419644
GSM615231	0.008214969154390295
GSM615232	0.1071644618025262
GSM615233	-0.045121619953932435
GSM615234	0.11305103359628349
GSM615235	0.08706410674721793
GSM615236	-0.18739071363200094
GSM615237	-0.021702246311341933
GSM615238	0.07389410132450397
GSM615239	-0.07725667758506899
GSM615240	-0.06109544953887186
GSM615241	-0.14496786382376642
GSM615242	0.10552140587322528
GSM615243	-0.028144297591673195
GSM615244	0.059539019628179146
GSM615245	-0.07971204517415381
GSM615246	-0.1970000157744119
GSM615247	0.1077061543302294
GSM615248	0.01905016595511594
GSM615249	-0.0029818278304887813
GSM615250	-0.27235645636968625
GSM615251	-0.02895213853835993
GSM615252	0.04897731424034529
GSM615253	-0.10369592179049553
GSM615254	-0.22892394639981933
GSM615255	0.08478065058534728
GSM615256	0.0039463817197493145
GSM615257	-0.17907121256585173
GSM615258	-0.15247586628171222
GSM615259	0.08877023453939398
GSM615260	-0.24654789151940287
GSM615261	-0.05088530555380938
GSM615262	-0.0015174624550164384
GSM615263	-0.2199266150443972
GSM615264	-0.09684094701913731
GSM615265	-0.1839291171247613
GSM615266	-0.07778821541384634
GSM615267	0.03756631700736218
GSM615268	0.05627350106841639
GSM615269	0.0821621364287029
GSM615270	0.07774037115225457
GSM615271	-0.18095616412369714
GSM615272	0.11482839992961397
GSM615273	-0.04974492321626217
GSM615274	-0.31982915002171736
GSM615275	-0.07706890604281263
GSM615276	-0.05264380536440444
GSM615277	-0.056510654637254965
GSM615278	-0.11698263947107496
GSM615279	-0.2561380698841194
GSM615280	-0.019582660991220024
GSM615281	0.05639911136117631
GSM615282	-0.031648347316280356
GSM615283	0.0875254983389962
GSM615284	0.18180843530959162
GSM615285	0.06563267266015843
GSM615286	-0.07407119820426483
GSM615287	0.10979593570160723
GSM615288	-0.12078880148097887
GSM615289	-0.11924321077566707
GSM615290	0.34709258194490783
GSM615291	0.030329843013816637
GSM615292	-0.06999587369962995
GSM615293	-0.034068030181820974
GSM615294	-0.06986555492921215
GSM615295	-0.04907714667846136
GSM615296	-0.1498097860362992
GSM615297	-0.09969322755127247
GSM615298	0.0425505996892282
GSM615299	0.024041385956088013
GSM615300	0.009585411928286713
GSM615301	0.04443476074213165
GSM615302	-0.02320289971597117
GSM615303	0.1336827189854039
GSM615304	0.16475116655365135
GSM615305	0.14392227769686822
GSM615306	0.18373627487624883
GSM615307	0.20962279498842357
GSM615308	-0.007758965367586745
GSM615309	-0.11988039485457375
GSM615310	0.03610720311387988
GSM615311	-0.2073478712288917
GSM615312	0.024877807861040158
GSM615313	-0.14743706057346712
GSM615314	0.14237193294479739
GSM615315	-0.06671255387263958
GSM615316	-0.032702524152005086
GSM615317	-0.0005802240572838069
GSM615318	0.0733518346444329
GSM615319	0.0383914466695488
GSM615320	0.18498722703139908
GSM615321	0.16043099110873366
GSM615322	-0.3038886714001377
GSM615323	0.1080750952206852
GSM615324	-0.17086460545124665
GSM615325	-0.19842420400844213
GSM615326	0.08753088380146251
GSM615327	0.13240124909370438
GSM615328	-0.055395119080629385
GSM615329	-0.0798577234217342
GSM615330	0.24606857536761378
GSM615331	-0.028691832974828413
GSM615332	0.13924077231635573
GSM615333	0.03470786702291867
GSM615334	0.15251114223761336
GSM615335	0.03769772264658405
GSM615336	-0.06498685243142949
GSM615337	-0.07819502775905368
GSM615338	-0.11569532882852013
GSM615339	0.09956140985025502
GSM615340	-0.06706583149192752
GSM615341	0.12030787944845961
GSM615342	-0.11295775351902743
GSM615343	0.12177203698125055
GSM615344	-0.08112603998467321
GSM615345	0.18000348718915754
GSM615346	0.12006004916743113
GSM615347	-0.1668646170832629
GSM615348	0.051903980345010925
GSM615349	-0.07337951161422468
GSM615350	0.02505563882424172
GSM615351	-0.11366787956331531
GSM615352	-0.09231612343316203
GSM615353	-0.11161500495431725
GSM615354	-0.051811396651457564
GSM615355	-0.0944489280382857
GSM615356	-0.07669072774661806
GSM615357	0.04923593502820961
GSM615358	0.03506604330223201
GSM615359	-0.04424384994635738
GSM615360	0.04092331182172565
GSM615361	0.06050641999406042
GSM615362	-0.06599555661189233
GSM615363	0.06246204778133807
GSM615364	-0.16914367844393569
GSM615365	0.05113280056338193
GSM615366	0.03366311140660633
GSM615367	0.08868579283628159
GSM615368	0.014295915599503328
GSM615369	0.037938883880573704
GSM615370	0.0678697295218485
GSM615371	-0.0018388770793392184
GSM615372	0.034022096784518674
GSM615373	0.23732667776303534
GSM615374	-0.0024751008946784503
GSM615375	-0.12553770425687155
GSM615376	0.011327100034872084
GSM615377	0.1171687594719964
GSM615378	-0.038148949986395786
GSM615379	0.00863452485285826
GSM615380	-0.14562894723061787
GSM615381	0.001062737878884057
GSM615382	0.016603119832845403
GSM615383	-0.07132526250206278
GSM615384	0.1251103870974048
GSM615385	0.052015001186905996
GSM615386	-0.015784764264540396
GSM615387	0.0934668354440013
GSM615388	0.10003605419927714
GSM615389	-0.014691149110732382
GSM615390	-0.088842862791713
GSM615391	-0.037384930336644306
GSM615392	0.12486709335760787
GSM615393	0.0741777138176713
GSM615394	-0.022958510377868058
GSM615395	0.16639697699783346
GSM615396	0.05509856304127286
GSM615397	0.057683927269325086
GSM615398	0.15888293247975221
GSM615399	-0.08692799274014301
GSM615400	-0.028208535090183673
GSM615401	-0.2795851333985964
GSM615402	-0.045897988390755595
GSM615403	-0.0804553188411275
GSM615404	0.22744856786944706
GSM615405	-0.07462595962063573
GSM615631	-0.020715947030231885
GSM615632	0.045606309599436956
GSM615633	-0.16980265758318197
GSM615634	-0.15663506479728911
GSM615635	-0.09295832648184038
GSM615636	0.09889553246420396
GSM615637	0.03629309942358899
GSM615638	-0.0015677864260212337
GSM615639	-0.02147277957266175
GSM615640	0.020952226642281857
GSM615641	0.0496103749195656
GSM615642	0.04782372670944618
GSM615643	-0.04300117815432708
GSM615644	0.19005221731223682
GSM615645	-0.12789846706213198
GSM615646	0.04659806024435148
GSM615647	-0.043919083046696616
GSM615648	0.04454907123387736
GSM615649	-0.030487851656121168
GSM615650	0.12764158944792653
GSM615651	0.12318698788274501
GSM615652	-0.03162066730854879
GSM615653	-0.0026055181053343257
GSM615654	-0.13197675246026203
GSM615655	-0.09182871836337841
GSM615656	0.006664411453702723
GSM615657	0.037212986498635525
GSM615658	-0.18604845697566746
GSM615659	-0.05523052352547225
GSM615660	0.10477312083133034
GSM615661	0.0822974860644406
GSM615662	0.13052949733046199
GSM615663	-0.04335673968230197
GSM615664	-0.08731543452077878
GSM615665	-0.043473080067024494
GSM615666	-0.040571880391545634
GSM615667	-0.13807661066779625
GSM615668	-0.04879506023774388
GSM615669	0.08108440302153436
GSM615670	-0.023050477735608588
GSM615671	-0.05909891268621065
GSM615672	0.3296597573670668
GSM615673	-0.1762806087683772
GSM615674	-0.020399642147864994
GSM615675	-0.04028099001887259
GSM615676	-0.08763573089035076
GSM615677	0.2114768200603761
GSM615678	-0.023141198147065445
GSM615679	-0.08676740173899339
GSM615680	-0.005386141519419241
GSM615681	0.0163924081830637
GSM615682	-0.0668268547564424
GSM615683	0.16174885184372984
GSM615684	-0.0994074740058038
GSM615685	-0.07148607629768305
GSM615686	0.08908734394514889
GSM615687	-0.0834937670844837
GSM615688	-0.004955990071693395
GSM615689	0.144729044786651
GSM615690	-0.16169448142808546
GSM615691	-0.031474194237027076
GSM615692	0.05757251925478174
GSM615693	0.035781064913702865
GSM615694	0.02085407466083361
GSM615695	0.05213193521439502
GSM615696	0.05567494536715484
GSM615697	-0.06526932728925255
GSM615698	-0.12170134030977581
GSM615699	-0.033068955008549616
GSM615700	-0.04482380745185338
GSM615701	0.002640246829408055
GSM615702	0.0927443725996942
GSM615703	-0.3093813150086398
GSM615704	-0.008114831805917933
GSM615705	0.08956634969632932
GSM615706	0.3248467155695039
GSM615707	0.0029997079560518114
GSM615708	-0.08574935625890273
GSM615709	-0.10214709860716836
GSM615710	-0.061313408853466644
GSM615711	-0.10965366510771751
GSM615712	0.10888057329054462
GSM615713	-0.0967514898417145
GSM615714	-0.07348019507817244
GSM615715	-0.035972288306187206
GSM615716	0.06149157078742601
GSM615717	-0.06157804668421335
GSM615718	-0.004581050603907066
GSM615719	-0.014837927129211781
GSM615720	-0.08865826106538327
GSM615721	-0.029592927078230413
GSM615722	-0.08589333122866288
GSM615723	-0.08376309505544305
GSM615724	-0.010448959124098434
GSM615725	0.010710902997455307
GSM615726	-0.09978476136202669
GSM615727	0.032191430451890046
GSM615728	0.09092215221621863
GSM615729	0.11633084963525159
GSM615730	0.1755100172490665
GSM615731	-0.09218888134567776
GSM615732	-0.047960843364842354
GSM615733	0.06850531419852396
GSM615734	0.042025704938592756
GSM615735	0.029282900885907626
GSM615736	-0.2170982988265024
GSM615737	0.21127018970003947
GSM615738	-0.14896347023774476
GSM615739	0.3219067059171084
GSM615740	-0.037377848093157084
GSM615741	-0.0333606574994611
GSM615742	0.21720948715771843
GSM615743	0.1536399284285847
GSM615744	-0.07843273042640514
GSM615745	-0.05901667169615016
GSM615746	-0.05462990766163828
GSM615747	-0.016839097901893918
GSM615748	-0.01660200172450138
GSM615749	0.005390168601765499
GSM615750	0.09288978264841058
GSM615751	0.11293282129146637
GSM615752	-0.01643811995714911
GSM615753	-0.0709476778303339
GSM615754	-0.17618163169339301
GSM615755	-0.1798756763297526
GSM615771	-0.09763203685590777
GSM615772	0.19676473630346863
GSM615773	0.045020432429847934
GSM615774	-0.1920467924791654
GSM615775	0.0020694565276147547
GSM615776	-0.0042360501450913746
GSM615777	0.032551256003233886
GSM615778	-0.0027955108209853363
GSM615779	-0.056026223363061456
GSM615780	0.09358996719860163
GSM615781	0.06939351131308252
GSM615782	-0.046128377510256724
GSM615783	0.16632009019409738
GSM615784	0.06359341437296434
GSM615785	-0.06500702740958436
GSM615786	0.0841161226852069
GSM615787	0.09647121999764169
GSM615788	-0.13001242895391713
GSM615789	-0.23593322361812824
GSM615791	-0.14797725530522327
GSM615792	-0.09970274959003284
GSM615793	0.022568459043333544
GSM615794	0.026082447041089807
GSM615795	0.03508755603545627
GSM615796	-0.0177465107924884
GSM615797	0.08963533891739123
GSM615798	-0.033438504731472196
GSM615799	-0.19574202568211724
GSM615800	0.031688858356615335
GSM615801	-0.027686906216602802
GSM615802	-0.031051203964327423
GSM615803	-0.18080551889904178
GSM615804	-0.06927369643998799
GSM615805	0.04416948704857254
GSM615806	0.05750894895012909
GSM615807	-0.04310861517860992
GSM615808	-0.07794381363373187
GSM615809	-0.13476161504517054
GSM615810	-0.11765776312047355
GSM615811	0.11975656768621562
GSM615812	-0.17288494547922
GSM615813	0.17738322028751202
GSM615814	-0.05956693335598534
GSM615815	0.04927819255465621
GSM615816	0.028617342483561126
GSM615817	0.1352809598819586
GSM615818	0.07023820602290581
GSM615819	-0.09309777138886771
GSM615820	-0.02015583032948559
GSM615821	0.04975140303257791
GSM615822	-0.02825829663966123
GSM615823	0.07799553681404009
GSM615824	0.0885886780917497
GSM615825	-0.017162916433535347
GSM615826	0.09991722125794894
GSM615827	0.0514309386923722
GSM615828	0.17852559774643356
