sample_id	score_deployed
GSM809184	-0.052460310139490596
GSM809185	0.07938484559644998
GSM809186	-0.015358361774743923
GSM809187	-0.023267294598352417
GSM809188	-0.058939485560645544
GSM809189	0.12370220049400948
GSM809190	-0.016800076527038965
GSM809191	-0.11298499865052769
GSM809192	-0.012673082638952837
GSM809193	-0.019608345546912043
GSM809194	0.0668945395907854
GSM809195	-0.08562658221361308
GSM809196	-0.13064087978763728
GSM809197	-0.38717044689740965
GSM809198	-0.0066909913326295145
GSM809199	-0.18376567693973822
GSM809200	0.07737259443744116
GSM809201	-0.05909834749425169
GSM809202	-0.03845654528248399
GSM809203	0.03600016398651207
GSM809204	0.1779236574458417
GSM809205	0.0063476445729009345
GSM809206	-0.1041194778396144
GSM809207	-0.11624423057870148
GSM809208	0.08417461830431117
GSM809209	0.10721813964134785
GSM809210	-0.10141711677547827
GSM809211	-0.08678473695538524
GSM809212	0.013110380004578093
GSM809213	-0.015324197918054505
GSM809214	-0.11085659037877449
GSM809215	-0.10556119259190933
GSM809216	0.07785088843109333
GSM809217	0.008751071891003659
GSM809218	-0.1273201529174227
GSM809219	-0.006786650131359928
GSM809220	-0.04727423669403186
GSM809221	0.10858127752325719
GSM809222	-0.027418203186121093
GSM809223	-0.042180405661633946
GSM809224	0.03699774860184446
GSM809225	0.03253936530387069
GSM809226	0.025200968886975872
GSM809227	-0.04987752257376843
GSM809228	0.14760665101962056
GSM809229	-0.09978750081139165
GSM809230	0.10398453060569102
GSM809231	0.19668986392535925
GSM809232	0.08633719043275367
GSM809233	0.009509509509509573
GSM809234	-0.06681596272039958
GSM809235	-0.27689293388952085
GSM809236	0.1231794934866608
GSM809237	-0.007534838592858861
GSM809238	0.07538938255661831
GSM809239	0.10840704185414107
GSM809240	-0.25931221323712783
GSM809241	-0.11753562436156284
GSM809242	0.03449353790650733
GSM809243	0.013537428213196145
GSM809244	0.05848339807384173
GSM809245	0.01122111872965137
GSM809246	-0.11361702999928258
GSM809247	0.031709183586316914
GSM809248	-0.030479284745496216
GSM809249	-0.15707687209393661
GSM809250	-0.12885411008277903
GSM809251	-0.0011837776342894513
GSM809252	0.11763811593163132
GSM809253	-0.007343520995398367
GSM809254	-0.06924159654535089
GSM809255	0.19119289938402562
GSM809256	-0.0032506909640015458
GSM809257	0.05996952583983306
GSM809258	0.06606777425890042
GSM809259	0.17046568753053404
GSM809260	0.0
GSM809261	0.10577984127472206
GSM809262	0.04945218255798456
GSM809263	-0.13105084606791084
GSM809264	0.039942673048474875
GSM809265	0.01984065977240057
GSM809266	-0.014617006084582829
GSM809267	-0.07966157283563435
GSM809268	0.04073869090933946
GSM809269	0.05140806335345616
GSM809270	0.05347156029749911
GSM809271	-0.1742920394797528
GSM809272	0.09030703058006817
GSM809273	0.16098521729921056
GSM809274	0.018236666700830795
GSM809275	-0.07424660155035578
GSM809276	0.18650561824623269
GSM809277	0.22767989832836266
GSM809278	-0.14653732230524041
GSM809279	0.011033217517859129
GSM809280	-0.06608827257291439
GSM809281	0.1325574721479159
GSM809282	0.03648870713717123
GSM809283	-0.02077333306002238
GSM809284	0.045033087695203644
GSM809285	0.014753661511340499
GSM809286	-0.11456336882958007
GSM809287	-0.1396293904826328
GSM809288	-0.09035485997943327
GSM809289	0.17713788874198466
GSM809290	-0.20975412272340632
GSM809291	0.03800216598851425
GSM809292	0.1163057255207427
GSM809293	-0.03765540284311586
GSM809294	-0.0986908410116597
GSM809295	0.019980731584827494
GSM809296	0.030233304977332343
GSM809297	-0.043536710772205556
GSM809298	0.03147345297515958
