sample_id	score_deployed
GSM508011	0.07380409309797875
GSM508190	0.0641423291066131
GSM508191	0.17254829494088986
GSM508192	0.0852764940844144
GSM508193	0.12512744024155475
GSM508195	0.12478248528240421
GSM508197	-0.1733403933893688
GSM508198	0.2752085263372104
GSM508199	0.0289552385584414
GSM508200	0.17046711319394425
GSM508201	0.26352290463896555
GSM508202	0.2461107949621637
GSM508203	0.2051787231949349
GSM508204	-0.04712601676206618
GSM508205	-0.2786648986324034
GSM508206	-0.23653081234258477
GSM508207	-0.08105754997337922
GSM508208	0.06819714344375072
GSM508209	-0.20312451928242625
GSM508210	-0.3227817438493379
GSM508211	-0.028866016653098736
GSM508212	-0.01271004072938442
GSM508213	0.06979285761742937
GSM508214	0.039198789837440406
GSM508215	-0.17782153484972374
GSM508216	-0.33271798179313394
GSM508217	0.11503941234554005
GSM508218	-0.00364476468859265
GSM508219	0.23288969292007422
GSM508220	0.02263075041011864
GSM508221	-0.14455280062454778
GSM508222	0.007175644896352917
GSM508223	-0.025141098586560773
GSM508224	-0.1217923875708381
GSM508225	-0.2791211629078263
GSM508226	0.1391057728834867
GSM508227	0.02406009453472535
GSM508228	-0.3391770689142204
GSM508229	0.00290305034991567
GSM508230	0.05586549304805044
GSM508231	-0.08617854887814158
GSM508232	0.15901515843900638
GSM508233	-0.07145102217933919
GSM508234	0.10510399150455962
GSM508235	-0.22476505818890813
GSM508236	-0.006749531699397404
GSM508237	0.01685056919656036
GSM508238	-0.20803564312357392
GSM508239	-0.00025260626950451837
GSM508240	0.12507208544342274
GSM508241	0.005920278836078818
GSM508242	-0.11397478907004677
GSM508243	-0.06573886147777352
GSM508244	-0.2827927053377298
GSM508245	0.02022076486010338
GSM508247	0.14251145486056604
GSM508248	-0.1475419721096668
GSM508249	-0.09883103761906298
GSM508250	-0.019173125699838534
GSM508252	0.07685760411325893
GSM508253	0.09133720903325382
GSM508254	-0.0036991357693599847
GSM508255	-0.21113333979726634
GSM508256	0.0037646648205837963
GSM508257	-0.18983377831711878
GSM508258	-0.1600695677321914
GSM508259	-0.2509107217120313
GSM508260	-0.26411892470125686
GSM508261	-0.22223599452111886
GSM508262	-0.15090156605491634
GSM508263	0.04499550777084005
GSM508265	-0.17738119427268717
GSM508267	-0.3123680999791314
GSM508268	0.0044671796512713025
GSM508269	0.01592211146380984
GSM508270	0.03132354172551799
GSM508271	0.006866684875420526
GSM508272	0.2558324134982569
GSM508273	-0.05122048854529915
GSM508274	0.15803309676971766
GSM508275	-0.18746771492155334
GSM508276	-0.1675203198583619
GSM508277	0.08516532369311403
GSM508278	0.09967870368452725
GSM508279	0.15514298354637912
GSM508280	-0.10435542143613707
GSM508281	0.1923036605534456
GSM508282	0.18235161041922932
GSM508283	-0.36297527521302775
GSM508284	0.012434879926572884
GSM508285	-0.20021152020169708
GSM508286	-0.006967772736641398
GSM508287	-0.35812785980872863
GSM508288	0.005546844128463402
GSM508316	0.14188570849625226
GSM508317	0.03775434735411487
GSM508318	0.2334948882749821
GSM508319	-0.12663150218731867
GSM508320	-0.12684090381894986
GSM508321	0.2093445805451204
GSM508322	0.3149991556035323
GSM508323	0.06544240836741777
GSM508324	-0.03304668077737882
GSM508325	0.09834745150272428
GSM508326	-0.0828633730077486
GSM508327	-0.133066130509776
GSM508328	0.23028534212386076
GSM508329	-0.03762249835576936
GSM508330	-0.04823303005261925
GSM508332	-0.022553771391717325
GSM508333	-0.35267470671390655
GSM508334	0.1260622047077795
GSM508335	-4.891277844953912e-05
GSM508336	0.026445498533363754
GSM508337	4.891277844953912e-05
GSM508338	0.20408869898081972
GSM508340	-0.3612760681645053
GSM508341	0.08166710001053423
GSM508342	-0.03504684443774919
GSM508343	-0.0894485888094867
