sample_id	score_deployed
GSM615096	-0.03091304793996652
GSM615097	0.17910391905585143
GSM615098	0.20424407479967277
GSM615099	0.08483043919262245
GSM615100	0.1248312497186872
GSM615101	0.19822032262698197
GSM615102	0.26700275480678004
GSM615103	0.019068776147084465
GSM615104	0.2762234310124664
GSM615106	0.006915417965103532
GSM615107	0.07764658387626677
GSM615108	-0.16242462005799208
GSM615109	0.1258332187494634
GSM615110	0.16947628462893294
GSM615111	0.08067728050447798
GSM615112	0.11554268622233654
GSM615113	0.1898329235275742
GSM615114	0.08410710363598373
GSM615115	0.1671109431721992
GSM615116	0.2129090022218716
GSM615117	0.13095386971032585
GSM615120	-0.009167489259850559
GSM615121	-0.184424715088783
GSM615122	-0.04158933212821547
GSM615123	0.0022344403443204097
GSM615124	0.14810235510509917
GSM615125	0.11154288810992385
GSM615126	-0.2001566135049394
GSM615127	0.022561090364191627
GSM615128	-0.010424428151685428
GSM615129	0.08010983290668161
GSM615130	0.15869942621447208
GSM615131	0.12423980967825321
GSM615132	-0.04488962803739338
GSM615133	0.24171095247104057
GSM615134	0.09769471710818023
GSM615135	-0.025980733029184466
GSM615136	-0.005361133608719704
GSM615137	0.18897958602472276
GSM615138	0.06754107598966597
GSM615139	0.02824859295587734
GSM615140	0.1549155360384864
GSM615141	0.15483587422292433
GSM615142	0.022642316975090115
GSM615143	0.12842408521766568
GSM615144	0.07045999796423241
GSM615145	0.29807627965128647
GSM615146	0.2736376678077215
GSM615147	0.17554744087302354
GSM615148	0.19804536813548368
GSM615149	0.09654554284403039
GSM615150	0.05947010502880712
GSM615151	0.3190659803821011
GSM615152	0.07604116454699095
GSM615153	-0.10327828441391096
GSM615154	0.2283454033756801
GSM615155	0.19168394006893508
GSM615156	0.1605162546752834
GSM615157	0.2056046809616071
GSM615158	-0.02082741017606693
GSM615159	0.3025598806784262
GSM615160	0.11921599133611704
GSM615161	0.04783135727366028
GSM615162	0.11392183606090911
GSM615164	0.18572376242839206
GSM615165	0.31232624627946937
GSM615166	0.16133295471266895
GSM615167	0.1389064975153358
GSM615168	0.12979257922622556
GSM615169	0.1984894709751609
GSM615170	0.12908149081377251
GSM615171	0.23952068329003495
GSM615172	0.07716358228228093
GSM615173	0.05438345066676742
GSM615174	-0.0069233782098662155
GSM615175	0.12186053084801485
GSM615176	0.1810296477299974
GSM615177	0.05862372323740994
GSM615178	0.07771138370480046
GSM615179	-0.27741719550179933
GSM615180	-0.21785095809029698
GSM615181	0.0029628531223158117
GSM615182	-0.15063274967468365
GSM615183	-0.06849109463516023
GSM615184	0.45433152506082786
GSM615185	-0.019379204573650388
GSM615186	-0.06801337040055755
GSM615187	-0.3252418982318397
GSM615188	-0.05523163302326961
GSM615189	-0.04864917543769165
GSM615190	0.12567456884559725
GSM615191	0.022618178528322153
GSM615192	-0.14922772945148743
GSM615193	0.3280522942087214
GSM615194	-0.0221887711013955
GSM615195	0.12209718796986724
GSM615196	-0.1472939073939411
GSM615197	0.0049452654936466
GSM615198	-0.12028035839270534
GSM615199	0.0315915607409033
GSM615200	-0.16989813402703924
GSM615201	-0.09752725584221589
GSM615202	0.05980843190197438
GSM615203	-0.1360108650297015
GSM615204	-0.06652530151616753
GSM615205	-0.048703637943180667
GSM615206	-0.001977716365697768
GSM615207	-0.0772841066790837
GSM615208	-0.2689728736778879
GSM615209	0.0024616155062602285
GSM615210	-0.2446617601702199
GSM615211	-0.0015771418081491628
GSM615212	0.07673453492445281
GSM615213	0.07399070473431357
GSM615214	-0.03643358031392452
GSM615215	-0.0692829858292735
GSM615216	-0.1055078188602222
GSM615217	-0.01410644631543212
GSM615218	0.021719610600175465
GSM615219	-0.20173116147046388
GSM615220	-0.11942082548694977
GSM615221	-0.2012818570185959
GSM615222	0.013763224863326928
GSM615223	0.11614432186408197
GSM615224	-0.029183592904218902
GSM615225	-0.05474558831009757
GSM615226	0.17557534804912778
GSM615227	-0.11904723775607762
GSM615228	-0.13629507440488464
GSM615229	0.08700119517228166
GSM615230	-0.06977350107253433
GSM615231	-0.06132655569457823
GSM615232	-0.16159632288578551
GSM615233	-0.02817659417937679
GSM615234	-0.07344726577540128
GSM615235	-0.14831944280541332
GSM615236	-0.2560779331380013
GSM615237	-0.11356249824534959
GSM615238	-0.2167226617214053
GSM615239	-0.18972704591817946
GSM615240	0.04883833974735352
GSM615241	-0.3032266254695646
GSM615242	0.183157707054466
GSM615243	-0.14107741465222434
GSM615244	0.04130327676523338
GSM615245	-0.06544858894835848
GSM615246	-0.17189162783371792
GSM615247	0.06761443310968585
GSM615248	0.06951481108918
GSM615249	-0.24248265452214635
GSM615250	-0.0702407475068173
GSM615251	0.07635416347345536
GSM615252	-0.0004524389929183581
GSM615253	-0.32542245120762436
GSM615254	-0.005521796074663743
GSM615255	0.28085689528751245
GSM615256	-0.1394332285360229
GSM615257	0.03737784149570278
GSM615258	0.27872419336842313
GSM615259	0.03128390730786268
GSM615260	0.08855468239881836
GSM615261	-0.1462102402676312
GSM615262	0.2252069864261258
GSM615263	-0.1271619900814317
GSM615264	0.28605526469734943
GSM615265	0.12203215231666276
GSM615266	0.15464346777240134
GSM615267	0.06863111164486113
GSM615268	-0.018619297526087375
GSM615269	-0.11475394198639732
GSM615270	-0.023576566314328806
GSM615271	-0.058634947364435974
GSM615272	-0.15973454187968872
GSM615273	-0.04589924603388251
GSM615274	-0.01933780784568595
GSM615275	0.0915627795165056
GSM615276	0.12773457866072413
GSM615277	-0.07326322850199252
GSM615278	0.017488697721509183
GSM615279	-0.09550363156314035
GSM615280	-0.03461475881803611
GSM615281	-0.051455635049509674
GSM615282	-0.03978667563942362
GSM615283	0.02795086915798739
GSM615284	0.2870079491535358
GSM615285	-0.17617003231671846
GSM615286	0.013543863996921424
GSM615287	0.2056218214768749
GSM615288	0.09499579286937854
GSM615289	-0.2021925833684387
GSM615290	0.219387101662201
GSM615291	0.1136496477961918
GSM615292	0.06353810068608634
GSM615293	0.05138753795797413
GSM615294	-0.07909549563503704
GSM615295	0.3535748760941607
GSM615296	-0.1284271186191045
GSM615297	0.229630919949929
GSM615298	0.02968986127578932
GSM615299	0.04143729510609895
GSM615300	0.03590406577151928
GSM615301	0.17697204556105206
GSM615302	-0.07711775599981674
GSM615303	0.07890169200660502
GSM615304	-0.2591490953472517
GSM615305	0.15488716607064767
GSM615306	0.12619062088478927
GSM615307	0.07260301339696873
GSM615308	-0.12928259726576097
GSM615309	-0.09040555738315437
GSM615310	-0.024475980985910195
GSM615311	-0.2209561268174276
GSM615312	0.12281572628975657
GSM615313	0.013529607603110061
GSM615314	0.009208390748684625
GSM615315	0.10489733503508114
GSM615316	-0.06181879478580743
GSM615317	0.05518823341437329
GSM615318	-0.14181315512462256
GSM615319	-0.012533340913908897
GSM615320	-0.06859777246724541
GSM615321	0.03442225615997774
GSM615322	0.1346916371850828
