sample_id	score_corrected
GSM809184	0.06038461669860984
GSM809185	0.037255685719849496
GSM809186	-0.10305527370373802
GSM809187	0.15830164635625377
GSM809188	0.04936506472342672
GSM809189	-0.07201399351570015
GSM809190	0.002217234299145665
GSM809191	-0.010375563276587507
GSM809192	-0.05630545220988903
GSM809193	-0.03720785632048429
GSM809194	0.08849463798269253
GSM809195	-0.04006395473972302
GSM809196	-0.0324795785546641
GSM809197	-0.06364384862678396
GSM809198	0.17019066848418396
GSM809199	-0.10764689604280075
GSM809200	-0.07171676796250182
GSM809201	0.12689822928730732
GSM809202	-0.16602951073940864
GSM809203	-0.028991448786670815
GSM809204	-0.03201836648935641
GSM809205	0.09398306155985336
GSM809206	0.0014895441516598051
GSM809207	0.10539208150129631
GSM809208	-0.012193080452466476
GSM809209	-0.083530629605715
GSM809210	0.009234490463159384
GSM809211	-0.008130997892090153
GSM809212	0.15358703413310903
GSM809213	0.14114114114114096
GSM809214	0.04900463603535277
GSM809215	0.06186391169326311
GSM809216	0.009873354583252114
GSM809217	0.019316244572217145
GSM809218	-0.07371535357883496
GSM809219	0.17466613371050232
GSM809220	-0.138865828285624
GSM809221	-0.0756558606387957
GSM809222	0.10437399857195084
GSM809223	-0.02631300242221757
GSM809224	-0.08988510694995333
GSM809225	0.1447898410355749
GSM809226	-0.0013631378819092266
GSM809227	0.11236150826594482
GSM809228	-0.045103123601416995
GSM809229	-0.06607973160874192
GSM809230	-0.173595096803288
GSM809231	0.08920524620183323
GSM809232	0.0
GSM809233	0.03731376427622146
GSM809234	-0.07683793008025142
GSM809235	-0.004085997260058982
GSM809236	-0.027672723918457764
GSM809237	-0.04976649003952738
GSM809238	-0.04431223031905618
GSM809239	0.0787135258125019
GSM809240	0.06332612475957144
GSM809241	0.07832747423191089
GSM809242	-0.02334416327590405
GSM809243	0.020105429661743557
GSM809244	0.04559166675207593
GSM809245	0.05387298561359999
GSM809246	-0.058174215170802346
GSM809247	-0.059643261008448634
GSM809248	0.12905396864441232
GSM809249	0.1367886657989048
GSM809250	0.01041997629028335
GSM809251	0.12520370199551067
GSM809252	0.054218040566163195
GSM809253	0.02755998319138231
GSM809254	0.04447109225266199
GSM809255	-0.10549115668569609
GSM809256	-0.15361094883279214
GSM809257	-0.06829354952221867
GSM809258	-0.035875465909595894
GSM809259	-0.0542282897231704
GSM809260	-0.04986385703109275
GSM809261	0.1806550577881635
GSM809262	-0.1355058129802158
GSM809263	-0.019299162643872658
GSM809264	-0.056233708110841274
GSM809265	0.11477689293388926
GSM809266	0.035448417700977175
GSM809267	-0.11713078265979304
GSM809268	-0.03546549962932222
GSM809269	-0.07293983403198401
GSM809270	-0.03097978524599676
GSM809271	-0.05356892728906393
GSM809272	-0.0868786875612817
GSM809273	0.12693922591533502
GSM809274	0.06340982620846114
GSM809275	-0.011458557533642777
GSM809276	0.01287977397192408
GSM809277	-0.02348423508833075
GSM809278	0.01207350695405296
GSM809279	-0.12630377818091176
GSM809280	0.014847612117236508
GSM809281	-0.07673543851018261
GSM809282	0.10356773155407939
GSM809283	0.028178348997461855
GSM809284	0.05632936690957169
GSM809285	0.03119501754314047
GSM809286	0.04597430194699792
GSM809287	0.03917227808012791
GSM809288	-0.08586402101760471
GSM809289	0.03796971032465912
GSM809290	0.03354890726904358
GSM809291	0.0037033620651368837
GSM809292	0.021195256690137
GSM809293	0.004374681849084516
GSM809294	0.12472199161618935
GSM809295	-0.020645218597437065
GSM809296	-0.05581007628789203
GSM809297	-0.05241077254729132
GSM809298	-0.07522881243017798
