sample_id	score_corrected
GSM411292	0.013765471956598385
GSM411293	0.03908259795631808
GSM411294	-0.10222423788976676
GSM411295	0.036972979805744766
GSM411297	0.07354197200613599
GSM411298	-0.051757388788105096
GSM411299	0.01617402385320499
GSM411300	-0.1875877584068707
GSM411301	0.15173962358262705
GSM411302	0.028855647456329958
GSM411303	0.014035366424444806
GSM411304	0.011804466582623574
GSM411305	0.06300242221743935
GSM411306	-0.20504890556085098
GSM411307	-0.10620432719408812
GSM411308	-0.07026224176394813
GSM411309	-0.10139234797937868
GSM411310	-0.037148923667695066
GSM411311	-0.057657486838373906
GSM411312	0.1772139033231186
GSM411313	-0.12280625335232809
GSM411314	-0.05174030685976083
GSM411315	0.19392002924426144
GSM411316	-0.055469291817414446
GSM411317	0.09072980830660005
GSM411318	-0.056813639578144226
GSM411319	0.038201170453730504
GSM411320	-0.12419159774108579
GSM411321	0.07494952290174117
GSM411322	0.06873340917709536
GSM411323	0.06970878728557905
GSM411324	-0.18545251736377988
GSM411325	0.0019772332059022624
GSM411326	0.12705452893166225
GSM411327	0.022670281202704312
GSM411328	-0.031108753804999445
GSM411329	0.011775427304437813
GSM411330	-0.002390615871844415
GSM411331	-0.1135820120461758
GSM411332	0.03938323989518555
GSM411333	0.06199800483076923
GSM411334	0.056299473534968336
GSM411335	-0.017096447983819818
GSM411336	-0.09952700140413451
GSM411337	-0.06203046049462413
GSM411338	-0.012755929991424608
GSM411339	0.1147845798016448
GSM411340	-0.10565599729422226
GSM411341	-0.0607117356264113
GSM411342	0.13946454987410617
GSM411343	-0.015384838763678577
GSM411344	-0.01047378436456936
GSM411345	0.02867799540154503
GSM411346	0.09653424755813855
GSM411347	-0.020333473405145686
GSM411348	0.05848425217025899
GSM411349	-0.11214371367954967
GSM411350	0.1289010853857272
GSM411351	0.02092792451154224
GSM411352	-0.006006860102423239
GSM411353	0.02334843375799056
GSM411354	0.11832737174034125
GSM411355	-0.06644613897173635
GSM411356	0.08031154020915154
GSM411357	0.009281465766107444
GSM411358	-0.013840632441314726
GSM411359	-0.08117759397622881
GSM411360	-0.08539512208454181
GSM411361	0.12282675166634205
GSM411362	-0.10610525200968868
GSM411363	0.030003553041095588
GSM411365	0.0504198737987136
GSM411366	-0.00985029397998649
GSM411368	-0.012294717926117471
GSM411369	0.09598591765827258
GSM411370	-0.13979252289832478
GSM411371	-0.09548029257926871
GSM411372	-0.03322691291974578
GSM411373	-0.09330917948665385
GSM411374	0.159718592312449
GSM411375	-0.11179865872698613
GSM411376	-0.0696490005363728
GSM411377	-0.05151653359844466
GSM411378	-0.0757284588342606
GSM411379	0.07303463873429761
GSM411380	-0.05896083797107676
GSM411381	-0.034576385258979214
GSM411382	-0.1792500691818094
GSM411383	-0.033331112682648545
GSM411384	0.03498805973208696
GSM411385	-0.024228153067743285
GSM411386	0.13796475656543938
GSM411387	0.0064919868674133685
GSM411388	0.11388948675638089
GSM411389	0.008454700434222917
GSM411390	0.020962088368231324
GSM411391	-0.02666061966403288
GSM411392	0.048147977328864666
GSM411393	-0.06496342759141394
GSM411394	0.01996792013856863
GSM411395	0.17699354644747112
GSM411396	0.16352102956198533
GSM411397	0.12870635140259723
GSM411398	-0.0329877659229193
GSM411400	-0.03472158164990924
GSM411401	0.008374415371002253
GSM411402	0.08343070032489808
GSM411403	0.05523526939909196
GSM411404	-0.0019772332059022624
GSM411405	-0.08813506339103594
GSM411406	0.02304266724061932
GSM411407	-0.029586753989484293
GSM411408	-0.03288014977434728
GSM411409	0.1310363264288178
