gene_symbol	direction	rank_in_direction	delta
MYB	sensitivity	1	2.193485927
IKZF1	sensitivity	2	2.177845927
PTPRC	sensitivity	3	2.163510077
LCP1	sensitivity	4	2.115645694
CXCR4	sensitivity	5	2.106961927
WAS	sensitivity	6	2.033258142
RHOH	sensitivity	7	2.021354493
SLFN11	sensitivity	8	1.872075522
INPP5D	sensitivity	9	1.827189907
SEPTIN6	sensitivity	10	1.699154536
CD79A	sensitivity	11	1.692889977
P2RY8	sensitivity	12	1.692199231
BTK	sensitivity	13	1.648788713
CD79B	sensitivity	14	1.564640038
CBFA2T3	sensitivity	15	1.507683156
POU2AF1	sensitivity	16	1.497348853
KLHL6	sensitivity	17	1.45075561
BCL2	sensitivity	18	1.44159394
PRKCB	sensitivity	19	1.422164623
FLI1	sensitivity	20	1.404639681
BCL11A	sensitivity	21	1.381823887
BTG2	sensitivity	22	1.334363113
PAX5	sensitivity	23	1.325245651
LEF1	sensitivity	24	1.311364501
LYL1	sensitivity	25	1.300579918
DTX1	sensitivity	26	1.288889975
IRF4	sensitivity	27	1.234123874
PIK3CG	sensitivity	28	1.200285347
TCL1A	sensitivity	29	1.180856885
VAV1	sensitivity	30	1.172394399
CAV1	resistance	1	-3.089608709
PLK2	resistance	2	-2.830561809
DKK1	resistance	3	-2.770880213
AXL	resistance	4	-2.65068854
YAP1	resistance	5	-2.586208328
SDC4	resistance	6	-2.562757551
FSTL1	resistance	7	-2.471951956
CCND1	resistance	8	-2.459318892
ALDH1A3	resistance	9	-2.382433578
ERRFI1	resistance	10	-2.362058816
MET	resistance	11	-2.357868648
WWTR1	resistance	12	-2.342283894
ABCC3	resistance	13	-2.295272893
EGFR	resistance	14	-2.280314694
TACSTD2	resistance	15	-2.077343566
MAL2	resistance	16	-1.998340177
DKK3	resistance	17	-1.960221128
AJUBA	resistance	18	-1.918596265
LMNA	resistance	19	-1.882205686
FAT1	resistance	20	-1.856452696
HMGA2	resistance	21	-1.764440729
ELF3	resistance	22	-1.755420282
COL1A1	resistance	23	-1.700288195
ID1	resistance	24	-1.670216726
EPAS1	resistance	25	-1.65376547
EPCAM	resistance	26	-1.649140519
PPARG	resistance	27	-1.619472356
NQO1	resistance	28	-1.618846671
CD276	resistance	29	-1.616401291
RRAS	resistance	30	-1.611820421
